step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00480];[K00928, K12524, K12525, K12526];[2.7.2.4];[C00002, C00008, C00049, C03082];[]
2;[R02291];[K00133];[1.2.1.11];[C00005, C00006, C00009, C00080, C00441, C03082];[]
3;[R01773];[K00003, K12524, K12525];[1.1.1.3];[C00003, C00004, C00080, C00263, C00441];[]
4;[R01775];[K00003, K12524, K12525];[1.1.1.3];[C00005, C00006, C00080, C00263, C00441];[]
5;[R01771];[K00872, K02203, K02204];[2.7.1.39];[C00002, C00008, C00263, C01102];[]
6;[R01466];[K01733];[4.2.3.1];[C00001, C00009, C00188, C01102];[]
