step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R10123];[K16593];[1.14.14.46];[C00001, C00007, C02745, C02869, C15596, C19845, C20683];[]
2;[R10124];[K00652];[2.3.1.47];[C00011, C00041, C00229, C01092, C19845];[]
3;[R10699];[K19563];[2.6.1.105];[C00047, C01037, C01092, C04076];[]
4;[R03182];[K01935, K19562];[6.3.3.3];[C00002, C00008, C00009, C00011, C01037, C01909];[]
5;[R01078];[K01012];[2.8.1.6];[C00019, C00073, C00080, C00120, C01909, C05198, C05359, C17023];[]
