step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R11119];[K20075, K20086];[];[C00007, C00027, C00078, C21124];[]
2;[R11120];[K20076];[];[C21124, C21125];[]
3;[R11121];[K20077, K20078];[];[C00001, C00003, C00004, C00007, C00011, C00080, C21125, C21126];[]
4;[R11122];[K20079];[];[C00363, C18092, C21126, C21127];[]
5;[R11123];[K20080];[];[C21127, C21128];[]
6;[R11129];[K20081];[];[C07349, C21128];[]
7;[R05757];[K20082];[2.1.1.139];[C00019, C00021, C02079, C07349];[]
