step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01440];[K17100];[2.2.1.3];[C00067, C00118, C00184, C00231];[]
2;[R01011];[K00863];[2.7.1.29];[C00002, C00008, C00111, C00184];[]
3;[R01068];[K01622, K01623, K01624, K11645, K16305, K16306];[4.1.2.13];[C00111, C00118, C00354];[]
4;[R00762];[K01086, K01622, K02446, K03841, K04041, K11532];[3.1.3.11];[C00001, C00009, C00085, C00354];[]
