step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R03539];[K00431];[1.11.1.8];[C00082, C01382, C02515, C05590];[]
2;[R03973];[K00431];[1.11.1.8];[C01060, C01382, C02515, C05590];[]
3;[R03953];[K00431];[1.11.1.8];[C00001, C00027, C01060, C02218, C02465, C02515];[]
