step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R07476];[K08097];[4.4.1.19];[C00074, C00094, C11536];[]
2;[R05789];[K05979];[3.1.3.71];[C00001, C00009, C11536, C11537];[]
3;[R07136];[K00024, K00025, K00026, K05884];[1.1.1.337, 1.1.1.37];[C00003, C00004, C00080, C05528, C11537];[]
4;[R05774];[K06034, K13039];[4.1.1.79];[C00011, C00593, C05528];[]
5;[R09153];[];[];[C00593, C03576];[]
