step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R07709];[K14578, K14581, K18242, K18243];[1.14.13.172];[C00001, C00003, C00004, C00007, C00080, C00628, C00805];[]
2;[R07710];[K14578, K14581, K18242, K18243];[1.14.13.172];[C00001, C00005, C00006, C00007, C00080, C00628, C00805];[]
