step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R09394];[K03639, K20967];[4.1.99.22];[C00019, C00028, C00030, C00044, C00073, C05198, C21310];[]
2;[R11372];[K03637, K20967];[4.6.1.17];[C00001, C00013, C18239, C21310];[]
3;[R09395];[K03635, K21142];[2.8.1.12];[C05924, C15810, C15814, C18239];[]
4;[R09726];[K03638, K03831, K15376];[2.7.7.75];[C00002, C00013, C05924, C19848];[]
5;[R09735];[K03750, K15376];[2.10.1.1];[C00001, C00020, C06232, C18237, C19848];[]
