step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00230];[K00625, K04020, K13788, K15024];[2.3.1.8];[C00009, C00010, C00024, C00227];[]
2;[R00315];[K00925];[2.7.2.1, 2.7.2.15];[C00002, C00008, C00033, C00227];[]
