step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00672];[K21898];[5.1.1.10, 5.1.1.12, 5.1.1.9];[C00077, C00515];[]
2;[R12353];[K23446];[6.3.2.58];[C00002, C00013, C00020, C00158, C00515, C22101];[]
3;[R12354];[K23447];[6.3.2.57];[C00002, C00013, C00020, C00158, C22101, C22102];[]
