step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05288];[K15757, K15758];[1.14.15.26];[C00001, C00007, C00080, C00138, C00139, C06756, C06757];[]
2;[R05282];[K00055];[1.1.1.90];[C00003, C00004, C00080, C06757, C06758];[]
3;[R05289];[K00141];[1.2.1.28, 1.2.1.7];[C00001, C00005, C00006, C00080, C01454, C06758];[]
4;[R05442];[K15757, K15758];[1.14.15.26];[C00001, C00007, C00080, C00138, C00139, C07212, C07213];[]
5;[R05348];[K00055];[1.1.1.90];[C00003, C00004, C00080, C07213, C07214];[]
6;[R05663];[K00141];[1.2.1.28, 1.2.1.7];[C00001, C00005, C00006, C00080, C07214, C07215];[]
7;[R05443];[K15757, K15758];[1.14.15.26];[C00001, C00007, C00080, C00138, C00139, C07208, C07216];[]
8;[R05347];[K00055];[1.1.1.90];[C00003, C00004, C00080, C07209, C07216];[]
9;[R05664];[K00141];[1.2.1.28, 1.2.1.7];[C00001, C00005, C00006, C00080, C07209, C07211];[]
