step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R11033];[K19741];[];[C00062, C05933];[]
2;[R10466];[K19723];[3.5.3.25];[C00001, C00077, C05933, C07044];[]
3;[R00586];[K00640, K19726, K23304];[2.3.1.30];[C00010, C00024, C00065, C00979];[]
4;[R10461];[K19725];[2.6.99.3];[C00033, C00979, C07044, C20639];[]
5;[R10488];[K19724];[5.1.1.19];[C20639, C20651];[]
6;[R10470];[K19727];[6.3.3.5];[C00001, C00002, C00008, C00009, C00011, C00014, C08057, C20651];[]
