step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00177];[K00789];[2.5.1.6];[C00001, C00002, C00009, C00013, C00019, C00073];[]
2;[R04858];[K00558, K17398, K17399];[2.1.1.37];[C00019, C00021, C00856, C02967];[]
3;[R00192];[K01251];[3.3.1.1];[C00001, C00021, C00155, C00212];[]
4;[R01290];[K01697, K10150];[4.2.1.22];[C00001, C00065, C00155, C02291];[]
