step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00480];[K00928, K12524, K12525, K12526];[2.7.2.4];[C00002, C00008, C00049, C03082];[]
2;[R02291];[K00133];[1.2.1.11];[C00005, C00006, C00009, C00080, C00441, C03082];[]
3;[R10147];[K01714];[4.3.3.7];[C00001, C00022, C00441, C20258];[]
4;[R04198];[K00215];[1.17.1.8];[C00001, C00003, C00004, C00080, C03972, C20258];[]
5;[R04199];[K00215];[1.17.1.8];[C00001, C00005, C00006, C00080, C03972, C20258];[]
6;[R04336];[];[];[C00001, C03871, C03972];[]
7;[R02755];[K03340];[1.4.1.16];[C00001, C00005, C00006, C00014, C00080, C00680, C03871];[]
8;[R00451];[K01586, K12526];[4.1.1.20];[C00011, C00047, C00680];[]
