step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00734];[K00811, K00812, K00813, K00815, K00817, K00832, K00838, K05821, K11358, K14454, K14455, K15849];[2.6.1.1, 2.6.1.5, 2.6.1.57, 2.6.1.9];[C00025, C00026, C00082, C01179];[]
2;[R00729];[K03334];[1.4.3.2];[C00001, C00007, C00014, C00027, C00082, C01179];[]
3;[R02521];[K00457];[1.13.11.27];[C00007, C00011, C00544, C01179];[]
4;[R02519];[K00451];[1.13.11.5];[C00007, C00544, C01036];[]
5;[R03181];[K01800];[5.2.1.2];[C01036, C01061];[]
6;[R01364];[K01555, K16171];[3.7.1.2];[C00001, C00122, C00164, C01061];[]
