step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05929];[K00746];[2.4.1.174];[];[G00157, G00158, G10611, G10619]
2;[R05931];[K00747, K03419, K13499, K13500];[2.4.1.226];[];[G00158, G00159, G10612, G10619]
3;[R05932];[K00747, K13499, K13500];[2.4.1.175];[];[G00159, G00160, G10611, G10619]
