step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00566];[K01583, K01584, K01585, K02626];[4.1.1.19];[C00011, C00062, C00179];[]
2;[R01157];[K01480];[3.5.3.11];[C00001, C00086, C00134, C00179];[]
3;[R00178];[K01611];[4.1.1.50];[C00011, C00019, C00080, C01137];[]
4;[R01920];[K00797, K24034];[2.5.1.16];[C00134, C00170, C00315, C01137];[]
