step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R02773];[K13308, K20428, K20429, K21328];[2.6.1.33];[C00025, C00026, C04268, C11907];[]
2;[R08583];[K13309];[4.3.1.30];[C00014, C00019, C00028, C00030, C00073, C04268, C05198, C11909];[]
3;[R06426];[K13310, K16436];[2.6.1.106];[C00025, C00026, C11909, C11910];[]
4;[R06427];[K13311, K13326];[2.1.1.234];[C00019, C00021, C11910, C11911];[]
