step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05518];[K16435];[4.2.1.159];[C00001, C06620, C11907];[]
2;[R08927];[K19859];[];[C06620, C18029];[]
3;[R08928];[K16436];[];[C18029, C18030];[]
4;[R08929];[K13332];[];[C18030, C18031];[]
