step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01135];[K01939];[6.3.4.4];[C00009, C00035, C00044, C00049, C00130, C03794];[]
2;[R01083];[K01756];[4.3.2.2];[C00020, C00122, C03794];[]
3;[R00127];[K00939, K18532, K18533];[2.7.4.3];[C00002, C00008, C00020];[]
4;[R00333];[K00944];[2.7.4.10];[C00008, C00020, C00201, C00454];[]
5;[R00124];[K00940, K18533];[2.7.4.6];[C00002, C00002, C00008, C00008];[]
6;[R00200];[K00873, K12406];[2.7.1.40];[C00002, C00008, C00022, C00074];[]
