step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R09570];[K14266];[1.14.19.9];[C00001, C00007, C00016, C00078, C00080, C00698, C01352, C19687];[]
2;[R09560];[K19884];[1.4.3.23];[C00007, C00027, C19687, C19688];[]
3;[R09566];[K19885];[1.21.98.2];[C00001, C00007, C00014, C19688, C19698];[]
4;[R09567];[K19886, K19887];[1.13.12.17];[C00001, C00003, C00004, C00007, C00011, C00080, C19698, C19699];[]
5;[R09568];[K19888];[4.3.3.5];[C00001, C00221, C19699, C19700];[]
6;[R09569];[K19889];[2.1.1.164];[C00019, C00021, C19700, C19701];[]
