step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01154];[K00657];[2.3.1.57];[C00010, C00024, C00134, C02714];[]
2;[R01156];[];[3.5.1.62];[C00001, C00033, C00134, C02714];[]
3;[R04025];[K00274];[1.4.3.4];[C00001, C00007, C00014, C00027, C02714, C05936];[]
4;[R05050];[K00128, K00149, K14085];[1.2.1.3];[C00001, C00003, C00004, C00080, C02946, C05936];[]
5;[R01987];[];[3.5.1.63];[C00001, C00033, C00334, C02946];[]
