step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R02550];[K15757, K15758, K15760, K15761, K15762, K15763, K15764, K15765];[1.14.15.26];[C00001, C00007, C00080, C00138, C00139, C00556, C01455];[]
2;[R01763];[K00055];[1.1.1.90];[C00003, C00004, C00080, C00261, C00556];[]
3;[R01419];[K00141];[1.2.1.28];[C00001, C00003, C00004, C00080, C00180, C00261];[]
