step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00948];[K00975];[2.7.7.27];[C00002, C00013, C00103, C00498];[]
2;[R02421];[K00703, K13679, K16148, K20812];[2.4.1.21, 2.4.1.242];[C00008, C00498, C00718, C00718];[]
3;[R02110];[K00700, K16149];[2.4.1.18];[C00369, C00718];[]
4;[R11261];[K01214];[3.2.1.68];[C00001, C00369, C01935];[]
5;[R01824];[K06044];[5.4.99.15];[C01935, C06400];[]
6;[R11256];[K01236];[3.2.1.141];[C00001, C01083, C01935, C06400];[]
