step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R04427];[K00559];[2.1.1.41];[C00019, C00021, C04525, C05437];[]
2;[R07497];[K09829];[];[C04525, C15777];[]
3;[R07505];[K00227];[1.14.19.20];[C00001, C00007, C00080, C00996, C00999, C15777, C15778];[]
4;[R07506];[K09831];[1.14.19.41];[C00001, C00005, C00006, C00007, C00080, C05440, C15778];[]
5;[R05641];[K00223];[1.3.1.71];[C00005, C00006, C00080, C01694, C05440];[]
6;[R03677];[];[];[C00205, C01694, C05441];[]
