step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R12161];[K11779, K11781];[2.5.1.147];[C00019, C00073, C00082, C04732, C05198, C15809, C21971];[]
2;[R12162];[K11779, K11780];[4.3.1.32];[C00014, C00019, C00073, C05198, C19154, C21971];[]
3;[R09397];[K14941];[2.7.7.68];[C00013, C00044, C19155, C19156];[]
4;[R09398];[K11212];[2.7.8.28];[C00144, C19153, C19154, C19155];[]
5;[R09399];[K12234];[6.3.2.31];[C00009, C00025, C00035, C00044, C19152, C19153];[]
6;[R09400];[K12234];[6.3.2.34];[C00009, C00025, C00035, C00044, C00876, C19152];[]
