step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05465];[K12673];[2.5.1.66];[C00009, C00062, C00118, C06655];[]
2;[R05467];[K12674];[6.3.3.4];[C00002, C00013, C00020, C06655, C06656];[]
3;[R05466];[K12675];[1.14.11.21];[C00007, C00011, C00026, C00042, C06656, C06657];[]
4;[R05357];[K12676];[3.5.3.22];[C00001, C00086, C06657, C06658];[]
5;[R05468];[K12675];[1.14.11.21];[C00001, C00007, C00011, C00026, C00042, C06658, C06659];[]
6;[R05469];[K12675];[1.14.11.21];[C00001, C00007, C00011, C00026, C00042, C06659, C06660];[]
