step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R11125];[K20422];[2.3.1.237];[C00001, C00005, C00006, C00010, C00011, C00024, C00080, C00083, C20856];[]
2;[R10796];[K20420];[1.14.15.31];[C00001, C00007, C00080, C00138, C00139, C20856, C20857];[]
3;[R10963];[K20421];[2.1.1.303];[C00019, C00021, C20841, C20857];[]
4;[R10771];[K20423];[6.2.1.43];[C00002, C00010, C00013, C00020, C20841, C20842];[]
