step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R10519];[K18652];[1.1.1.361];[C00003, C00004, C00080, C00092, C20668];[]
2;[R10698];[K18653];[2.6.1.104];[C00025, C00026, C12213, C20668];[]
3;[R10547];[K18654];[3.1.3.92];[C00001, C00009, C12212, C12213];[]
