step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05000];[K03179, K06125];[2.5.1.39];[C00013, C00156, C05847, C05848];[]
2;[R08770];[];[];[C00007, C05848, C17554];[]
3;[R08771];[K00591];[2.1.1.114];[C00019, C00021, C17554, C17559];[]
4;[R08772];[];[];[C00011, C17552, C17559];[]
5;[R08773];[K03185, K06126];[];[C00001, C00007, C17552, C17560];[]
6;[R08774];[K03183, K06127];[2.1.1.201];[C00019, C00021, C17560, C17561];[]
7;[R08775];[K03184, K06134];[1.14.99.60];[C00001, C00007, C00028, C00030, C17561, C17562];[]
8;[R08781];[K00568, K00591];[2.1.1.64];[C00019, C00021, C00399, C17562];[]
