step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05518];[K16435];[4.2.1.159];[C00001, C06620, C11907];[]
2;[R11051];[K13315];[];[C00005, C00006, C00080, C06620, C11928];[]
3;[R08933];[K13317];[];[C00019, C00021, C11928, C18035];[]
4;[R08934];[K13316, K16438];[];[C11915, C18035];[]
5;[R06436];[K13318];[];[C00005, C00006, C00080, C11915, C11916];[]
