step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05645];[K03271];[5.3.1.28];[C05382, C07836];[]
2;[R05646];[K03272, K21344];[2.7.1.167];[C00002, C00008, C07836, C11472];[]
3;[R05647];[K03273];[3.1.3.82];[C00001, C00009, C07838, C11472];[]
4;[R05644];[K03272, K21345];[2.7.7.70];[C00002, C00013, C06397, C07838];[]
5;[R05176];[K03274];[5.1.3.20];[C06397, C06398];[]
