step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R03361];[K00888, K13711, K19801];[2.7.1.67];[C00002, C00008, C01194, C01277];[]
2;[R03469];[K00889, K13712];[2.7.1.68];[C00002, C00008, C01277, C04637];[]
3;[R03435];[K01116, K05857, K05858, K05859, K05860, K05861, K19006];[3.1.4.11];[C00001, C00641, C01245, C04637];[]
4;[R03433];[K00911];[2.7.1.127];[C00002, C00008, C01245, C01272];[]
