step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R10661];[K18281];[];[C00002, C00013, C00020, C00078, C00148, C20563];[]
2;[R10340];[K14132];[2.5.1.106];[C00013, C00235, C20512, C20563];[]
3;[R10321];[K17475];[1.14.14.118];[C00001, C00007, C03024, C03161, C20512, C20513];[]
4;[R10588];[K18280];[2.1.1.293];[C00019, C00021, C20513, C20607];[]
5;[R10416];[K17827];[1.14.19.71];[C00001, C00007, C03024, C03161, C20604, C20607];[]
6;[R10414];[K17826];[1.14.14.119];[C00001, C00007, C03024, C03161, C20604, C20605];[]
7;[R10457];[K14134];[2.5.1.110];[C00013, C00235, C20605, C20630];[]
8;[R10445];[K17825];[1.14.11.38];[C00001, C00007, C00011, C00026, C00028, C00030, C00042, C20045, C20630];[]
9;[R10341];[K18279];[2.5.1.107];[C00013, C00235, C20045, C20564];[]
