step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00978];[K00207];[1.3.1.2];[C00005, C00006, C00080, C00106, C00429];[]
2;[R00977];[K17722, K17723];[1.3.1.1];[C00003, C00004, C00080, C00106, C00429];[]
3;[R02269];[K01464];[3.5.2.2];[C00001, C00429, C02642];[]
4;[R00905];[K01431, K06016];[3.5.1.6];[C00001, C00011, C00014, C00099, C02642];[]
5;[R01415];[K00207];[1.3.1.2];[C00005, C00006, C00080, C00178, C21028];[]
6;[R11026];[K17722, K17723];[1.3.1.1];[C00003, C00004, C00080, C00178, C21028];[]
7;[R03055];[K01464];[3.5.2.2];[C00001, C21028, C21029];[]
8;[R04666];[K01431, K06016];[3.5.1.6];[C00001, C00011, C00014, C01205, C21029];[]
