step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R07820];[];[];[C00001, C00426, C00426];[G13041]
2;[R07821];[K01136];[3.1.6.13];[C00001, C00059];[G13041, G13042]
3;[R07822];[K01217];[3.2.1.76];[C00001, C06472];[G12336, G13042]
4;[R07823];[K01135];[3.1.6.12];[C00001, C00059];[G12336, G13043]
5;[R07824];[K01197];[3.2.1.35];[C00001, C01074];[G00872, G13043]
