step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00798];[K00360, K00370, K00371, K00372, K00374, K02567, K02568];[];[C00001, C00028, C00030, C00088, C00244];[]
2;[R03071];[K02567];[1.9.6.1];[C00001, C00088, C00244, C00923, C00924];[]
3;[R00783];[K00368, K15864];[1.7.2.1];[C00001, C00080, C00088, C00125, C00126, C00533];[]
4;[R00785];[K00368, K15864];[1.7.2.1];[C00001, C00080, C00088, C00533, C05357, C05358];[]
5;[R00294];[K02164, K02305, K02448, K04561, K04747, K04748];[1.7.2.5];[C00001, C00080, C00125, C00126, C00533, C00887];[]
6;[R02804];[K00376];[1.7.2.4];[C00001, C00080, C00125, C00126, C00697, C00887];[]
