step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00830];[K00643];[2.3.1.37];[C00010, C00011, C00037, C00091, C00430];[]
2;[R00036];[K01698];[4.2.1.24];[C00001, C00430, C00931];[]
3;[R00084];[K01749];[2.5.1.61];[C00001, C00014, C00931, C01024];[]
4;[R03165];[K01719, K13542, K13543];[4.2.1.75];[C00001, C01024, C01051];[]
5;[R03197];[K01599];[4.1.1.37];[C00011, C01051, C03263];[]
6;[R03220];[K00228];[1.3.3.3];[C00001, C00007, C00011, C01079, C03263];[]
7;[R03222];[K00231];[1.3.3.4];[C00007, C00027, C01079, C02191];[]
8;[R00310];[K01772];[4.99.1.1];[C00032, C00080, C02191, C14818];[]
