step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00945];[K00600];[2.1.2.1];[C00001, C00037, C00065, C00101, C00143];[]
2;[R01220];[K00288, K00300, K01491];[1.5.1.5];[C00005, C00006, C00143, C00445];[]
3;[R01655];[K00288, K01491, K01500, K13403];[3.5.4.9];[C00001, C00080, C00234, C00445];[]
4;[R00943];[K00288, K01938, K13402];[6.3.4.3];[C00002, C00008, C00009, C00058, C00101, C00234];[]
