step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00289];[K00963, K12447, K22920];[2.7.7.64, 2.7.7.9];[C00013, C00029, C00075, C00103];[]
2;[R00292];[K00693, K00750, K13679, K16150, K16153, K20812];[2.4.1.11, 2.4.1.242];[C00015, C00029, C00718, C00718];[]
3;[R00948];[K00975];[2.7.7.27];[C00002, C00013, C00103, C00498];[]
4;[R02421];[K00703, K13679, K16148, K20812];[2.4.1.21, 2.4.1.242];[C00008, C00498, C00718, C00718];[]
5;[R02110];[K00700, K16149];[2.4.1.18];[C00369, C00718];[]
