step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01092];[K00849];[2.7.1.6];[C00002, C00008, C00446, C00984];[]
2;[R00955];[K00965];[2.7.7.12];[C00029, C00052, C00103, C00446];[]
