step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00480];[K00928, K12524, K12525, K12526];[2.7.2.4];[C00002, C00008, C00049, C03082];[]
2;[R02291];[K00133];[1.2.1.11];[C00005, C00006, C00009, C00080, C00441, C03082];[]
3;[R06977];[K00836, K15785];[2.6.1.76];[C00025, C00026, C00441, C03283];[]
4;[R06978];[K06718];[2.3.1.178];[C00010, C00024, C03283, C06442];[]
5;[R06979];[K06720];[4.2.1.108];[C00001, C06231, C06442];[]
