step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R10937];[K19969];[4.2.3.152];[C00009, C17691, C20956];[]
2;[R11079];[K20431];[5.1.3.33];[C17691, C17694];[]
3;[R11233];[K20432];[];[C00001, C17694, C17696];[]
4;[R11234];[K20433];[2.7.1.214];[C00002, C00008, C17696, C17697];[]
5;[R11236];[K20434];[];[C17697, C21218];[]
6;[R11238];[K20435];[];[C21216, C21218];[]
7;[R11497];[K20436];[2.5.1.135];[C00035, C21216, C21219, C21368];[]
8;[R11240];[K20437];[3.1.3.101];[C00001, C00009, C17700, C21219];[]
9;[R11241];[K20438];[2.4.1.338];[C00015, C00029, C12112, C17700];[]
