step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R07823];[K01135];[3.1.6.12];[C00001, C00059];[G12336, G13043]
2;[R07824];[K01197];[3.2.1.35];[C00001, C01074];[G00872, G13043]
