step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R09473];[K18029, K18030];[1.17.2.1];[C00001, C00080, C00253, C00923, C00924, C01020];[]
2;[R08764];[K14974];[1.14.13.114];[C00001, C00003, C00004, C00007, C00011, C00080, C01020, C01059];[]
3;[R09125];[K18028];[1.13.11.9];[C00007, C01059, C18232];[]
4;[R09126];[K15357];[3.5.1.106];[C00001, C00058, C01596, C18232];[]
5;[R03540];[K13995];[3.5.1.107];[C00001, C00014, C01384, C01596];[]
6;[R01087];[K01799];[5.2.1.1];[C00122, C01384];[]
