step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05148];[K18074, K18075, K18077];[1.14.12.15];[C00003, C00004, C00007, C00080, C06318, C06337];[]
2;[R01633];[K18076];[1.3.1.53];[C00003, C00004, C00011, C00080, C00230, C06318];[]
