step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01983];[K01812];[5.3.1.12];[C00333, C00558];[]
2;[R02555];[K00041];[1.1.1.58];[C00003, C00004, C00080, C00558, C00817];[]
3;[R01540];[K01685, K16849, K16850];[4.2.1.7];[C00001, C00204, C00817];[]
4;[R01541];[K00874, K18126];[2.7.1.178, 2.7.1.45];[C00002, C00008, C00204, C04442];[]
5;[R05605];[K01625, K11395, K17463];[4.1.2.14, 4.1.2.55];[C00022, C00118, C04442];[]
