step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R06437];[K13312, K19855];[5.1.3.27];[C11907, C11926];[]
2;[R11020];[K12710];[];[C00019, C00021, C11460, C11926];[]
3;[R10459];[K17625];[];[C00003, C00004, C00080, C11460, C12481];[]
