step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05930];[K02369, K02370];[2.4.1.223];[];[G00157, G00162, G10610, G10619]
2;[R05935];[K02366, K02367];[2.4.1.225];[];[G00162, G00163, G10612, G10619]
3;[R05936];[K02368, K02370];[2.4.1.224];[];[G00163, G00164, G10610, G10619]
