step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00798];[K00360, K00370, K00371, K00372, K00374, K02567, K02568];[];[C00001, C00028, C00030, C00088, C00244];[]
2;[R09497];[K00370, K00371, K00374];[1.7.5.1];[C00001, C00088, C00244, C15602, C15603];[]
3;[R03071];[K02567];[1.9.6.1];[C00001, C00088, C00244, C00923, C00924];[]
4;[R00787];[K00362, K00363, K17877];[1.7.1.15, 1.7.1.4];[C00001, C00003, C00004, C00014, C00080, C00088];[]
5;[R00789];[K17877];[1.7.1.4];[C00001, C00005, C00006, C00014, C00080, C00088];[]
6;[R05712];[K03385, K04016, K15876];[1.7.2.2];[C00001, C00014, C00080, C00088, C00125, C00126];[]
