step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01926];[K04718];[2.7.1.91];[C00002, C00008, C00319, C06124];[]
2;[R06516];[K01634];[4.1.2.27];[C00346, C06123, C06124];[]
