step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01538];[K05308];[4.2.1.140, 4.2.1.39];[C00001, C00204, C00257];[]
2;[R08570];[K11395, K18127];[4.1.2.51, 4.1.2.55];[C00022, C00204, C00577];[]
3;[R03033];[K01684, K05308];[4.2.1.140, 4.2.1.6];[C00001, C00880, C01216];[]
4;[R10616];[K11395, K18127];[4.1.2.51, 4.1.2.55];[C00022, C00577, C01216];[]
5;[R10324];[K18020, K18021, K18022];[1.2.99.8];[C00001, C00028, C00030, C00258, C00577];[]
6;[R10615];[K18128];[1.2.1.89];[C00001, C00005, C00006, C00080, C00258, C00577];[]
7;[R08571];[K03738];[1.2.7.5];[C00001, C00080, C00138, C00139, C00258, C00577];[]
