step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R09775];[K05827];[6.3.2.43];[C00002, C00008, C00009, C00956, C19885, C19886];[]
2;[R09776];[K05828];[2.7.2.17];[C00002, C00008, C19886, C19887];[]
3;[R09777];[K05829];[1.2.1.103];[C00005, C00006, C00009, C00080, C19887, C19888];[]
4;[R09778];[K05830];[2.6.1.118];[C00025, C00026, C19888, C19889];[]
5;[R09779];[K05831];[3.5.1.130];[C00001, C00047, C19885, C19889];[]
