step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R08160];[K11812, K11813];[1.14.14.156];[C00001, C00007, C00011, C00078, C02937, C03024, C03161];[]
2;[R08168];[K11818];[1.14.14.45];[C00001, C00005, C00006, C00007, C00080, C00097, C02937, C16518];[]
3;[R08170];[K11819];[];[C00001, C00014, C00022, C16516, C16518];[]
4;[R08164];[K11820];[2.4.1.195];[C00015, C00029, C16516, C16517];[]
5;[R08167];[K11821];[2.8.2.24];[C00053, C00054, C05837, C16517];[]
