step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R06437];[K13312, K19855];[5.1.3.27];[C11907, C11926];[]
2;[R06438];[K13313];[1.1.1.364];[C00003, C00004, C00080, C11912, C11926];[]
3;[R10573];[K13313];[1.1.1.364];[C00005, C00006, C00080, C11912, C11926];[]
