step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R07811];[K07964, K07965];[3.2.1.166];[C00001, C00925, C00925];[G13034]
2;[R07812];[K01136];[3.1.6.13];[C00001, C00059];[G13034, G13035]
3;[R07813];[K01217];[3.2.1.76];[C00001, C06472];[G13035, G13036]
4;[R07814];[K01565];[3.10.1.1];[C00001, C00059];[G13036, G13037]
5;[R07815];[K10532];[2.3.1.78];[C00010, C00024];[G13037, G13038]
6;[R07816];[K01205];[3.2.1.50];[C00001, C00140];[G13038, G13039]
7;[R07817];[];[3.1.6.18];[C00001, C00059];[G13039, G13040]
8;[R07818];[K01195];[3.2.1.31];[C00001, C00191];[G09660, G13040]
9;[R07819];[K01137];[3.1.6.14];[C00001, C00059];[G02632, G09660]
