step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R07399];[K09011];[2.3.1.182];[C00001, C00010, C00022, C00024, C02612];[]
2;[R03896];[K01703, K01704];[4.2.1.35];[C00001, C02226, C02612];[]
3;[R03898];[K01703, K01704];[4.2.1.35];[C00001, C02226, C06032];[]
4;[R00994];[K00052];[1.1.1.85];[C00003, C00004, C00011, C00080, C00109, C06032];[]
