step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05916];[K03857, K03858, K03859, K03860, K03861, K09658, K11001, K11002];[2.4.1.198];[C01194];[G00143, G10610, G10619]
2;[R05917];[K03434];[3.5.1.89];[C00001, C00033];[G00143, G00144]
3;[R05918];[K05283];[];[C00010, C00154];[G00144, G00145]
4;[R05919];[K05284, K07541];[];[];[G00145, G00146, G10617, G10622]
5;[R12350];[K07542];[];[];[G00146, G10617, G10622, G13128]
6;[R12351];[K05285];[];[C00350, C00641];[G00148, G13128]
7;[R05922];[K05286];[];[];[G00148, G00149, G10617, G10622]
8;[R08107];[K05287, K05288];[];[C00350, C00641];[G00149, G13044]
