step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R11366];[K21181];[5.4.3.6];[C00082, C21308];[]
2;[R11367];[K21182];[];[C00002, C00013, C00020, C21097, C21308, C21309];[]
3;[R11368];[K16431, K21185];[];[C00001, C00007, C00016, C00080, C00698, C01352, C20810, C21309];[]
4;[R10731];[K21184];[1.14.14.15];[C00001, C00007, C00016, C01352, C11449, C20810];[]
