step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01859];[K01964, K01965, K01966, K11263, K15036, K15037, K15052, K18472, K18603, K18604, K18605, K19312, K22568];[6.4.1.3];[C00002, C00008, C00009, C00100, C00288, C00683];[]
2;[R02765];[K05606];[5.1.99.1];[C00683, C01213];[]
3;[R00833];[K01847, K01848, K01849];[5.4.99.2];[C00091, C01213];[]
