step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05925];[K00771];[2.4.2.26];[C02189];[G00154, G10613, G10619]
2;[R05926];[K00733];[2.4.1.133];[];[G00154, G00155, G10609, G10619]
3;[R05927];[K00734];[2.4.1.134];[];[G00155, G00156, G10609, G10619]
4;[R05928];[K10158];[2.4.1.135];[];[G00156, G00157, G10612, G10619]
