step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R12000];[K22225];[4.1.1.111];[C00011, C00748, C21835];[]
2;[R12001];[K22226];[];[C21284, C21835];[]
3;[R12002];[K22227];[1.3.98.6];[C00011, C00019, C00032, C00073, C05198, C21284];[]
