step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01213];[K01649];[2.3.3.13];[C00001, C00010, C00024, C00141, C02504];[]
2;[R03968];[K01702, K01703, K01704, K21359];[4.2.1.33];[C00001, C02504, C02631];[]
3;[R04001];[K01702, K01703, K01704, K21359];[4.2.1.33];[C00001, C02631, C04411];[]
4;[R04426];[K00052, K21360];[1.1.1.85];[C00003, C00004, C00080, C04236, C04411];[]
5;[R01652];[];[1.1.1.85];[C00011, C00233, C04236];[]
