step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R10955];[K19566];[2.4.1.331];[C00363, C03319, C12379, C20974];[]
2;[R10956];[K19567];[2.1.1.305];[C00019, C00021, C20974, C20975];[]
3;[R10957];[K19568];[2.1.1.306];[C00019, C00021, C20975, C20976];[]
4;[R10958];[K19569];[2.1.1.307];[C00019, C00021, C20976, C20977];[]
5;[R10959];[K19570];[];[C00019, C00021, C12381, C20977];[]
